datetime,season,weather,temp,humidity,windspeed,casual,registered,count
1/2/2011 14:00,1,4,,,,0,188,319.4191535
1/2/2011 15:00,3,4,12.05882447,83.42175195,38.28462854,26,114,269.987998
1/2/2011 16:00,3,2,,,,16,83,215.7713676
1/2/2011 17:00,3,3,,,,31,80,182.2088326
1/2/2011 18:00,2,3,22.3211177,114.128768,44.83400984,40,173,285.3696117
1/2/2011 19:00,4,4,30.83597748,115.1999648,33.12864154,29,70,173.6041802
1/2/2011 20:00,4,4,,,,14,114,236.3353856
1/2/2011 21:00,4,1,14.97003739,127.6330831,30.32053397,41,55,136.5089974
1/2/2011 22:00,4,4,10.61421861,144.8566175,17.41984965,27,60,188.1392286
1/2/2011 23:00,3,1,30.63551086,146.8872518,34.87351448,2,102,247.6156135
1/3/2011 0:00,2,4,18.95427315,72.28034112,58.13448991,27,43,191.3899639
1/3/2011 1:00,2,2,7.516726332,129.1268172,49.15458449,4,165,259.8922049
1/3/2011 2:00,3,2,33.06674456,102.5898673,19.8103177,1,103,184.4952207
1/3/2011 3:00,2,1,10.46418194,73.98140444,29.61602571,37,177,339.6431911
1/3/2011 4:00,3,3,4.716272285,82.1184006,57.68717896,15,73,198.6822424
1/3/2011 5:00,4,2,,,,43,31,168.1364563
1/3/2011 6:00,3,1,26.0436546,107.2102622,22.30143646,16,120,219.8873514
1/3/2011 7:00,4,4,27.02998527,118.6034004,22.17384618,11,89,203.8786148
1/3/2011 8:00,4,4,,,,25,52,169.5248691
1/3/2011 9:00,1,1,14.31053891,88.92108358,30.7897226,48,175,348.1762054
1/3/2011 10:00,3,3,16.17725968,101.3330592,16.29098237,6,0,144.908737
1/3/2011 11:00,1,1,27.69159212,101.7423361,41.99619473,23,102,185.6850145
1/3/2011 12:00,3,1,6.127922315,96.83417007,13.35308899,15,117,196.9567668
1/3/2011 13:00,3,2,,,,17,29,188.2018837
1/3/2011 14:00,1,1,9.825138353,129.5361209,34.7228841,7,8,121.7636098
1/3/2011 15:00,1,1,32.96116363,160.2563102,33.85469168,26,107,200.8683653
1/3/2011 16:00,3,4,12.14439698,123.093251,12.97869461,25,32,188.3442749
1/3/2011 17:00,2,2,31.23759373,108.7557782,42.32587587,30,25,167.1261213
1/3/2011 18:00,4,4,11.93686163,106.5415958,32.24835308,17,41,226.0017822
1/3/2011 19:00,1,4,9.823715754,111.830389,31.64802464,1,41,136.8741995
1/3/2011 20:00,4,3,32.36568996,101.1745379,40.34035129,40,95,270.2232095
1/3/2011 21:00,2,3,29.86794622,136.7075697,38.35188439,22,38,118.5258955
1/3/2011 22:00,2,2,18.23674463,97.6439197,9.688614288,47,60,250.9005936
1/3/2011 23:00,2,2,29.55579411,96.00126312,16.09770742,48,46,224.3734066
1/4/2011 0:00,1,3,22.05383632,134.9845418,21.97296223,41,169,360.207865
1/4/2011 1:00,2,3,34.14054299,140.2812641,44.75697998,21,47,203.4236879
1/4/2011 2:00,1,3,9.637532606,90.04453759,38.87862338,32,179,310.1636685
1/4/2011 3:00,2,3,22.78659482,118.3901872,47.92602238,17,160,244.0301521
1/4/2011 4:00,4,3,20.1726508,72.27521508,47.26298675,14,154,252.1311963
1/4/2011 5:00,4,4,15.46630867,115.1512648,52.40004024,40,170,259.3871052
1/4/2011 6:00,3,2,32.37361148,76.39696432,28.92181805,2,156,232.6234787
1/4/2011 7:00,4,4,6.460718509,72.85645005,28.37063435,47,146,308.0551222
1/4/2011 8:00,3,4,9.512278819,123.5910955,51.46075887,22,127,249.8755266
1/4/2011 9:00,4,1,,,,46,98,239.6292393
1/4/2011 10:00,1,4,28.14894273,133.870639,33.02081458,1,110,189.5726857
1/4/2011 11:00,4,3,10.28238,145.5004718,21.0120364,41,27,117.2226318
1/4/2011 12:00,3,3,15.58769886,84.49183186,54.57607021,3,9,119.8859237
1/4/2011 13:00,3,1,32.88693745,128.5211524,32.15982971,25,194,332.8270634
1/4/2011 14:00,2,1,14.72702107,121.8023696,19.43745857,18,105,195.7341774
1/4/2011 15:00,1,1,26.2094842,82.94192438,43.93947612,48,143,277.5067018
1/4/2011 16:00,4,1,26.64822654,118.8115615,22.96828894,9,99,256.8027384
1/4/2011 17:00,2,1,19.98004662,121.5420626,58.20371999,21,0,158.3524974
1/4/2011 18:00,4,4,33.84343148,116.570246,26.96975523,5,117,180.0636451
1/4/2011 19:00,4,1,29.56233083,142.7545795,42.13040168,0,81,181.0861126
1/4/2011 20:00,2,4,17.86669894,118.7287766,27.53079399,42,131,319.3026961
1/4/2011 21:00,2,2,21.96124494,152.7598762,52.69721654,15,196,307.1902163
1/4/2011 22:00,2,1,25.53811686,100.6546078,56.08890423,6,131,231.6433702
1/4/2011 23:00,2,1,20.39106702,82.41265063,49.14438705,23,114,272.5226134
1/5/2011 0:00,2,4,32.50610103,107.2714357,49.99319594,34,147,313.3813797
1/5/2011 1:00,4,2,72.86436318,320.1233339,62.33876615,13,62,205.8572197
1/5/2011 2:00,2,4,14.57561397,124.1872354,56.55429884,3,34,131.9673928
1/5/2011 3:00,1,4,11.52197579,128.1392604,40.82914289,40,115,277.7423908
1/5/2011 4:00,3,1,,,,14,44,205.7269298
1/5/2011 5:00,2,3,6.031384853,78.67449207,44.37067028,43,56,200.4171665
1/5/2011 6:00,2,3,,,,47,120,257.839901
1/5/2011 7:00,4,4,24.33964562,82.32731335,42.34361401,22,151,312.87318
1/5/2011 8:00,2,1,25.09739077,125.8831567,16.05773782,18,19,201.3630051
1/5/2011 9:00,2,2,24.85382574,138.9410436,45.43873166,13,155,334.4787667
1/5/2011 10:00,2,3,34.86385747,145.8510921,30.53035395,26,165,282.8220833
1/5/2011 11:00,4,2,20.37640272,81.63889919,16.92030197,35,151,280.865028
1/5/2011 12:00,2,3,32.2481091,107.8965815,58.9294999,37,23,132.2401716
1/5/2011 13:00,3,1,16.2598775,118.4933536,56.67940358,21,69,196.6854164
1/5/2011 14:00,4,4,29.59698771,147.3298488,55.53857819,10,101,181.9490828
1/5/2011 15:00,3,2,26.54726299,127.997188,49.63343245,3,126,216.4024504
1/5/2011 16:00,4,2,13.48651154,87.53385338,45.51352887,31,117,272.2641495
1/5/2011 17:00,2,4,27.49829551,105.4414561,43.28497791,39,24,177.9583787
1/5/2011 18:00,3,2,21.26284931,118.4618153,15.68545583,40,80,168.966217
1/5/2011 19:00,4,3,10.40642565,130.1742449,55.99955093,23,196,369.4254238
1/5/2011 20:00,1,4,,,,33,16,119.7355698
1/5/2011 21:00,2,3,12.77749369,90.24047416,48.23715292,2,57,133.5462311
1/5/2011 22:00,4,3,9.536254453,153.5842141,56.5197929,37,147,250.2353796
1/5/2011 23:00,1,1,154.6970381,272.5298436,153.6868396,1,1,85.59333814
1/6/2011 0:00,4,3,26.51419016,148.443284,31.81984678,22,82,180.55644
1/6/2011 1:00,1,1,30.18910973,137.0291472,57.72049946,39,8,124.31642
1/6/2011 2:00,2,2,28.78923141,124.651446,31.59243637,19,190,238.5900524
1/6/2011 3:00,3,2,13.61569857,130.5352481,41.14546295,7,122,236.4448252
1/6/2011 4:00,1,1,22.26887255,78.99886324,27.69634379,34,103,247.5377469
1/6/2011 5:00,4,3,30.37182705,74.83626011,41.29964489,48,82,300.9367811
1/6/2011 6:00,2,4,32.55560034,79.65188033,47.5490254,42,108,268.2235949
1/6/2011 7:00,1,4,52.98212757,270.9973799,168.7945461,2,119,209.7644791
1/6/2011 8:00,4,1,32.18748938,120.712655,35.95812529,31,195,293.6694839
1/6/2011 9:00,4,2,32.45699181,89.85441965,25.26946416,30,133,263.8314218
1/6/2011 10:00,4,2,,,,43,10,170.2101833
1/6/2011 11:00,1,4,33.83258124,104.1892196,54.83012631,45,148,281.6768179
1/6/2011 12:00,1,1,15.57660358,121.2640675,10.11297082,30,105,240.6365358
1/6/2011 13:00,1,4,,,,0,190,350.7554551
1/6/2011 14:00,3,3,108.5426852,362.3240431,70.34612677,11,127,230.3403045
1/6/2011 15:00,1,3,10.13834542,83.66584062,57.48893202,17,29,93.28911642
1/6/2011 16:00,1,1,31.42772471,103.5684054,43.59918464,23,81,234.1257601
1/6/2011 17:00,1,1,19.67586269,140.712363,58.80728302,35,114,262.379572
1/6/2011 18:00,3,3,21.23277432,119.9091003,39.30180581,28,148,228.7089391
1/6/2011 19:00,1,2,20.32976515,100.6750358,32.90131107,24,150,290.8367792
1/6/2011 20:00,4,1,10.74216728,138.9353404,50.78240625,22,60,156.1003306
1/6/2011 21:00,1,3,22.49728628,69.73488467,18.52106602,2,157,276.3046759
1/6/2011 22:00,4,3,27.53378739,130.2121066,28.31768221,29,173,363.3116746
1/6/2011 23:00,4,2,6.653774395,108.8280065,34.29039667,16,187,301.8134534
1/7/2011 0:00,4,2,14.54002481,127.9742934,24.69424431,44,17,197.6494321
1/7/2011 1:00,3,2,7.469657229,149.5758286,28.21167296,48,61,176.3254379
1/7/2011 2:00,3,2,15.83786205,124.1869641,14.78525873,29,172,259.626243
1/7/2011 3:00,3,4,25.05660195,112.8553797,19.79317845,48,60,272.7586901
1/7/2011 4:00,1,2,30.85714973,80.24919129,27.14072369,18,58,189.5007834
1/7/2011 5:00,4,4,34.81298709,132.1623226,50.43345764,4,162,289.3951869
1/7/2011 6:00,3,1,24.6257543,108.8851819,18.31832622,39,109,286.8845121
1/7/2011 7:00,3,3,14.20341558,80.79642213,27.69586945,33,149,270.5181515
1/7/2011 8:00,1,4,32.23621999,130.9684286,14.58023991,8,113,250.134838
1/7/2011 9:00,3,1,29.60652681,92.28276243,36.88404593,38,151,313.616422
1/7/2011 10:00,1,1,23.70391406,74.04286087,40.99016656,47,50,162.5947009
1/7/2011 11:00,2,4,25.33481567,139.2353438,52.43053288,43,64,256.8571519
1/7/2011 12:00,3,1,37.36081662,110.2244033,51.96113959,25,142,310.7021535
1/7/2011 13:00,2,1,28.22268224,100.5701553,25.26138712,4,111,181.0135648
1/7/2011 14:00,1,4,14.5781579,130.02098,16.47489716,23,155,288.5624177
1/7/2011 15:00,4,1,28.6196203,147.9166105,19.98858446,30,41,168.6501733
1/7/2011 16:00,3,2,,,,23,147,317.1605289
1/7/2011 17:00,1,2,19.09217775,124.873933,44.34535243,20,42,124.3216825
1/7/2011 18:00,4,3,20.44094697,133.2284012,12.75876568,21,196,429.7412298
1/7/2011 19:00,4,1,9.308138138,100.4644726,17.80181136,37,190,326.4629888
1/7/2011 20:00,2,3,,,,21,170,317.8796021
1/7/2011 21:00,1,2,10.7765576,71.63096462,20.56194642,20,1,167.3799287
1/7/2011 22:00,4,2,27.24086208,134.5459669,50.54025391,29,150,277.9037285
1/7/2011 23:00,3,2,146.7814604,506.3048951,157.1917655,48,139,288.3641807
1/8/2011 0:00,3,1,35.1274566,85.68696405,41.07130321,46,173,308.7562373
1/8/2011 1:00,2,1,14.85650555,134.5170398,34.34792197,9,125,212.3059206
1/8/2011 2:00,4,2,22.18069375,130.471126,22.35417664,2,160,275.0543875
1/8/2011 3:00,1,3,,,,38,43,181.8693346
1/8/2011 4:00,3,3,10.84700766,125.3339905,45.00479159,28,152,269.6748295
1/8/2011 5:00,4,4,28.20925877,77.06748531,26.73810097,24,34,149.4558557
1/8/2011 6:00,4,2,29.20607983,141.6420888,36.00373359,1,162,285.3004948
1/8/2011 7:00,2,3,10.33280781,113.9422544,51.92877739,12,64,157.1153007
1/8/2011 8:00,3,2,31.88018783,113.7274902,17.45179872,26,170,293.6619772
1/8/2011 9:00,3,3,33.3169946,131.2653685,36.24715215,28,195,355.059654
1/8/2011 10:00,1,4,6.496354846,124.342156,27.20812704,13,189,314.5451067
1/8/2011 11:00,3,4,14.20174857,139.9988635,46.2099275,3,158,234.6702732
1/8/2011 12:00,1,2,8.758486304,120.401708,10.91385654,7,155,266.469626
1/8/2011 13:00,3,3,14.36857753,148.0147874,43.52191879,4,138,260.3251118
1/8/2011 14:00,2,1,19.18684833,127.10831,15.31996149,43,31,208.9213323
1/8/2011 15:00,3,4,22.98931849,88.89617471,11.9757476,26,65,173.6105083
1/8/2011 16:00,1,2,13.64318807,142.7826312,46.82674506,23,59,170.5446765
1/8/2011 17:00,1,2,34.84385426,119.6334469,40.73631968,43,178,305.4744667
1/8/2011 18:00,2,3,18.06806779,123.5791463,53.78159376,42,186,313.9923567
1/8/2011 19:00,3,2,,,,33,144,294.5367988
1/8/2011 20:00,3,4,13.39948258,75.99257244,36.29536251,27,114,264.250024
1/8/2011 21:00,2,2,18.98911376,108.5312632,44.96782135,23,67,226.9711459
1/8/2011 22:00,3,2,,,,4,165,271.737483
1/8/2011 23:00,3,1,16.03308111,118.4401184,10.91438609,12,63,138.3417289
1/9/2011 0:00,1,1,,,,17,130,272.614208
1/9/2011 1:00,3,4,28.1902798,158.4470446,22.70303138,16,53,179.3330971
1/9/2011 2:00,3,3,36.34385557,114.1674199,26.5748686,29,75,211.386553
1/9/2011 3:00,2,1,,,,37,171,275.1140439
1/9/2011 4:00,2,3,15.81125046,149.4466505,49.62867625,18,126,243.7697507
1/9/2011 5:00,4,4,24.98215078,125.9241447,56.45756209,21,157,247.8638593
1/9/2011 6:00,1,1,27.80685287,99.45801092,58.49713353,48,109,277.1611268
1/9/2011 7:00,3,3,15.62022932,121.9031697,30.69744147,48,87,227.8340287
1/9/2011 8:00,3,1,34.01747874,152.1599209,22.17683755,17,112,219.1734882
1/9/2011 9:00,4,4,104.4868878,547.9367945,157.3214513,25,53,137.6735242
1/9/2011 10:00,3,4,21.83947356,110.1455921,55.66032341,14,47,197.6297314
1/9/2011 11:00,1,1,27.67670812,152.4909871,32.95651718,27,34,159.0885811
1/9/2011 12:00,4,3,31.99949783,92.00952943,34.87386085,29,67,204.4836059
1/9/2011 13:00,1,2,28.14491865,94.8808215,16.27713525,27,25,135.8381409
1/9/2011 14:00,4,2,,,,19,71,146.4142507
1/9/2011 15:00,4,1,17.18960378,85.21323473,28.65439539,3,87,180.0113917
1/9/2011 16:00,2,3,21.34785823,85.89689388,27.81499275,3,106,203.8425741
1/9/2011 17:00,1,2,23.34895641,110.3333771,54.35276208,36,55,205.8002678
1/9/2011 18:00,3,4,28.36100463,114.2621791,12.42339534,14,68,177.3951457
1/9/2011 19:00,3,3,33.27608466,122.8852023,59.82410892,33,79,196.5243011
1/9/2011 20:00,1,2,30.06868628,99.82991561,12.26919145,10,191,262.0032318
1/9/2011 21:00,3,3,37.20919422,146.3358895,58.4088326,22,95,224.5856634
1/9/2011 22:00,3,1,13.78160178,148.7607598,37.92002462,34,156,272.2638955
1/9/2011 23:00,1,3,34.00580685,100.1269333,45.84331389,42,125,312.8135381
1/10/2011 0:00,4,2,27.69794572,103.6416546,21.17760158,34,104,248.7223806
1/10/2011 1:00,1,1,16.64568625,131.131556,43.43114563,10,58,191.1097025
1/10/2011 2:00,4,3,27.30432327,130.1978994,53.47527906,1,24,123.8115918
1/10/2011 3:00,3,4,9.544525123,94.98800226,17.32237438,14,199,325.3422929
1/10/2011 4:00,3,2,34.57582004,109.5496119,16.93598142,39,26,144.6110551
1/10/2011 5:00,3,1,18.50769816,98.94067814,24.16465352,27,98,196.014578
1/10/2011 6:00,2,3,16.42047414,91.69983085,17.76407196,30,21,157.8437011
1/10/2011 7:00,4,4,22.72824681,103.803446,16.58902494,31,198,352.5301424
1/10/2011 8:00,2,2,24.59553919,124.5201226,42.05476906,33,46,127.0726615
1/10/2011 9:00,2,4,14.75302804,138.0760072,19.39746028,49,121,261.5025295
1/10/2011 10:00,1,3,,,,21,54,236.767915
1/10/2011 11:00,2,3,17.16108386,101.9858283,53.41081753,28,8,156.9096937
1/10/2011 12:00,1,1,21.97168863,134.5244464,41.19912756,7,53,212.6908613
1/10/2011 13:00,1,4,33.97721375,76.92011387,15.79959118,21,113,221.5687427
1/10/2011 14:00,2,1,32.71300674,114.3336925,39.78976774,11,63,166.8815271
1/10/2011 15:00,4,2,22.6223785,137.123249,29.70426778,22,117,274.6493062
1/10/2011 16:00,4,1,29.03632587,129.8703421,28.06432074,37,108,270.3815216
1/10/2011 17:00,4,2,18.21770193,116.805021,25.29273149,1,98,202.8729758
1/10/2011 18:00,4,3,33.01451078,127.676728,55.61454092,11,166,245.8576387
1/10/2011 19:00,4,3,13.76018018,146.8900853,47.93294213,20,82,243.4672695
1/10/2011 20:00,2,4,13.43777604,122.6707891,17.0129427,11,7,200.0971505
1/10/2011 21:00,2,2,25.76668847,139.6426766,32.56768837,44,106,209.6629136
1/10/2011 22:00,3,3,5.58592509,157.8724944,25.06204903,30,154,332.9560646
1/10/2011 23:00,4,4,29.75008241,135.0734541,60.4170751,8,196,296.8270444
1/11/2011 0:00,2,4,129.5970454,413.5704345,238.1414771,14,111,221.9006055
1/11/2011 1:00,3,1,18.12717691,71.73013354,26.86602548,31,160,306.0224336
1/11/2011 2:00,4,4,,,,42,137,249.7961323
1/11/2011 3:00,1,3,33.6695924,124.3149395,39.91771716,8,105,218.8762567
1/11/2011 4:00,3,1,27.2732046,130.1098473,34.2150813,23,143,224.6813783
1/11/2011 5:00,2,2,14.38050989,111.252324,18.50910149,7,10,138.3300365
1/11/2011 6:00,1,2,15.18533621,152.8583959,41.50695773,27,18,219.0877953
1/11/2011 7:00,1,3,25.48428236,101.8160628,26.7455988,17,191,295.9187595
1/11/2011 8:00,1,3,,,,42,51,195.0709716
1/11/2011 9:00,3,1,12.11233083,101.1010553,30.12502357,36,142,281.5774917
1/11/2011 10:00,2,1,13.21631207,108.3974651,43.35190716,35,41,212.7844577
1/11/2011 11:00,1,3,,,,36,99,254.3861314
1/11/2011 12:00,4,3,31.34381608,95.35879122,34.01097342,31,95,260.8578987
1/11/2011 13:00,1,2,38.10014534,81.1911366,44.83467047,20,82,194.089014
1/11/2011 14:00,1,2,26.43218553,110.1755687,31.93197687,38,78,236.3116974
1/11/2011 15:00,3,2,33.75816747,124.0532168,17.65836205,48,165,219.2990061
1/11/2011 16:00,3,3,15.49616759,131.560629,17.71601588,28,127,282.3856036
1/11/2011 17:00,2,4,28.20271553,158.6346805,22.12302258,17,85,172.8564911
1/11/2011 18:00,4,3,7.981402009,84.79710461,11.37781872,22,48,167.5909993
1/11/2011 19:00,3,3,28.15873945,126.2999268,47.11379592,32,76,237.80489
1/11/2011 20:00,1,2,,,,47,83,191.3932002
1/11/2011 21:00,2,3,16.78183553,155.0749131,14.76033582,8,48,196.1874151
1/11/2011 22:00,1,1,25.89405826,143.5429231,52.41724167,43,78,224.8038203
1/11/2011 23:00,1,3,30.09352385,136.0914326,44.26991552,42,198,391.1549602
1/12/2011 0:00,3,3,28.99896742,417.1783714,134.7249265,37,182,299.5046993
1/12/2011 1:00,2,3,,,,3,149,205.2349183
1/12/2011 2:00,4,3,20.82423729,99.19951983,18.09481057,15,170,291.778672
1/12/2011 3:00,4,4,16.1448361,109.027826,32.36829262,2,49,176.2878763
1/12/2011 4:00,3,3,30.62073354,127.4497633,53.98600282,7,83,217.8322207
1/12/2011 5:00,3,1,,,,15,123,211.6679842
1/12/2011 6:00,2,1,37.72477486,129.7725177,38.64677037,1,18,78.02214932
1/12/2011 7:00,4,3,9.076206094,108.1571469,57.90470468,44,90,232.4199328
1/12/2011 8:00,4,2,,,,18,71,212.3114797
1/12/2011 9:00,4,4,26.74979918,95.23634357,33.4360963,23,145,289.8202688
1/12/2011 10:00,1,3,12.18201631,94.3601241,45.09613815,15,9,179.0389581
1/12/2011 11:00,4,3,17.24494058,82.91052587,52.15437409,39,49,184.7000121
1/12/2011 12:00,1,3,32.02455252,136.3164465,39.64243346,1,48,101.5852725
1/12/2011 13:00,2,2,28.24169834,92.65446758,52.23277059,31,168,342.8606536
1/12/2011 14:00,1,2,72.0646316,540.7381245,151.7709115,0,98,211.8450121
1/12/2011 15:00,2,2,21.85290124,94.4428533,51.68983944,48,142,306.4832795
1/12/2011 16:00,4,4,8.6862605,105.9452362,58.87018052,17,119,267.0588408
1/12/2011 17:00,4,1,14.19918399,152.9409006,34.81196119,38,22,205.9839209
1/12/2011 18:00,2,4,24.36265257,121.1919384,40.8879542,31,75,213.4124952
1/12/2011 19:00,3,2,6.730683699,91.12403848,38.6409073,8,112,263.4281225
1/12/2011 20:00,2,1,36.19807666,102.098324,48.50274835,2,26,152.7241375
1/12/2011 21:00,3,1,,,,23,5,116.5210512
1/12/2011 22:00,1,2,,,,10,23,134.2198394
1/12/2011 23:00,1,2,124.215599,432.8669081,193.5196666,27,85,238.7477821
1/13/2011 0:00,1,4,35.42676905,115.0601206,48.51648688,15,136,238.0091836
1/13/2011 1:00,4,2,22.05507875,107.8126945,45.81443064,28,189,351.896162
1/13/2011 2:00,1,1,,,,40,66,219.0763536
1/13/2011 3:00,3,3,34.99585921,134.582698,12.88486339,11,69,199.8078526
1/13/2011 4:00,1,2,24.75882238,130.6840707,33.33890059,45,77,273.6029192
1/13/2011 5:00,2,2,9.302446341,97.93307532,51.85218457,3,41,163.1132171
1/13/2011 6:00,2,4,29.11296281,121.3089,56.28398275,25,59,194.5870148
1/13/2011 7:00,4,4,32.46880178,141.1956119,19.27222993,3,82,190.9954509
1/13/2011 8:00,2,2,,,,10,175,289.4618389
1/13/2011 9:00,3,1,24.83059657,86.06602025,50.02146734,1,183,301.8989686
1/13/2011 10:00,1,1,28.4774092,97.11391792,46.56781591,30,86,265.4581143
1/13/2011 11:00,4,3,37.6866295,138.7748507,40.30943495,49,132,271.2335713
1/13/2011 12:00,1,2,7.785068082,96.06600377,12.28964284,2,107,196.9915764
1/13/2011 13:00,1,4,,,,24,181,352.1949159
1/13/2011 14:00,3,1,16.72901616,149.0003598,49.05252881,33,165,289.6877366
1/13/2011 15:00,2,3,27.16085404,92.70927072,46.28167641,0,146,261.1834135
1/13/2011 16:00,2,2,24.9339943,107.5951423,47.85582752,4,196,290.9750635
1/13/2011 17:00,1,1,,,,38,70,166.3728707
1/13/2011 18:00,4,2,,,,30,23,167.7325743
1/13/2011 19:00,2,2,24.22970315,99.23840007,48.1657247,35,104,281.2692665
1/13/2011 20:00,4,1,,,,2,79,187.9809923
1/13/2011 21:00,2,1,14.32982332,128.9308498,57.25274026,37,137,238.4212862
1/13/2011 22:00,4,1,31.40452667,107.9554105,56.24840529,11,148,271.1715629
1/13/2011 23:00,3,2,18.79312265,110.2931807,50.52194074,15,142,243.2493031
1/14/2011 0:00,4,2,23.08208092,97.29295029,37.79375804,7,63,100.3710886
1/14/2011 1:00,3,3,36.65394617,125.0991212,34.06096745,10,140,256.5581228
1/14/2011 2:00,3,4,16.22356259,115.6919856,25.58008562,44,70,238.5435507
1/14/2011 3:00,4,2,18.54029013,141.0056736,21.31826178,13,167,324.3725766
1/14/2011 4:00,3,4,26.36786526,111.4483734,36.22167573,26,135,322.7754388
1/14/2011 5:00,1,1,28.85910208,115.7935296,38.56262342,17,104,249.6262483
1/14/2011 6:00,3,2,34.52364396,115.6437356,21.86297877,7,165,309.1335785
1/14/2011 7:00,2,3,,,,32,51,153.617968
1/14/2011 8:00,4,3,30.33065268,111.7502556,36.904767,3,1,161.8380778
1/14/2011 9:00,1,4,14.88264864,94.12910878,37.79765975,48,149,344.2324784
1/14/2011 10:00,4,1,,,,29,118,245.2265745
1/14/2011 11:00,2,4,,,,19,117,265.7182058
1/14/2011 12:00,2,1,9.097317629,127.8756906,54.71622724,29,3,158.7288075
1/14/2011 13:00,2,3,111.7224081,446.449285,105.7881205,26,51,230.4315241
1/14/2011 14:00,3,4,,,,24,110,238.8202393
1/14/2011 15:00,3,3,9.779690011,103.5666786,39.60022589,5,6,97.99484398
1/14/2011 16:00,4,3,33.23027375,80.88904072,38.25944137,4,0,98.7102195
1/14/2011 17:00,4,1,15.60439401,146.0728758,35.59859483,13,82,231.3423944
1/14/2011 18:00,1,4,19.83887768,91.5125022,19.50243198,13,185,249.8707438
1/14/2011 19:00,1,4,25.14453009,132.8113235,23.17690824,33,189,241.582991
1/14/2011 20:00,4,3,19.93631493,85.51351274,35.96309153,40,93,269.3509993
1/14/2011 21:00,3,3,,,,24,113,254.7960247
1/14/2011 22:00,2,1,,,,38,193,341.1340894
1/14/2011 23:00,4,2,18.66758816,116.19764,18.5897046,17,54,141.4421158
1/15/2011 0:00,1,2,28.22637296,127.6507113,13.37409146,19,116,193.3401438
1/15/2011 1:00,3,3,33.75025945,81.20118846,44.27286257,42,12,144.6292832
1/15/2011 2:00,4,2,87.50005108,395.3113058,132.6029309,7,27,154.5443244
1/15/2011 3:00,4,2,18.52690766,136.4164432,16.54888944,25,13,130.1491125
1/15/2011 4:00,3,2,,,,20,130,286.7530991
1/15/2011 5:00,4,2,35.72305423,147.5764351,19.75249109,26,15,122.1566188
